,MINERAL_DEPOSIT_NO,DEPOSIT_NAME,COMMODITY_CODE,COMMODITY_NAME,COMMODITY_CONFIDENCE,SIGNIFICANCE,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,flag
8395,9476,NANKIVEL DAM,Au,Gold,,MINOR,1770354,599410.77,6384801.46,53,136.0602198,-32.669981400000005,136.06021,-32.6699673,0
332,340,WARUNDA CREEK,SAND,Sand,,MAJOR,210456,563229.39,6186672.48,53,135.6884107,-34.459556400000004,135.6884009,-34.4595422,0
8386,9471,DARK HORSE,U,Uranium,,MINOR,1770348,442600.7,6387501.53,54,140.3879701,-32.6486115,140.3879596,-32.6485975,0
6136,7609,TRIPNEY,CALI,Calcrete,,MAJOR,831010,444910.67,6202736.48,54,140.401242,-34.3151605,140.4012314,-34.315146500000004,0
9281,10258,SPARKS,MSLT,Metasiltstone,,MAJOR,1987992,284660.72,6348061.49,54,138.6954863,-32.9846035,138.6954761,-32.9845894,0
4308,5582,TUNNEL HILL,Au,Gold,,MAJOR,478726,293220.72,6113919.56,54,138.73150719999998,-35.0963335,138.7314968,-35.0963194,0
9720,10642,MOUNT MCKENZIE,MSLT,Metasiltstone,,MAJOR,2009540,327220.66,6171571.49,54,139.1161882,-34.5831355,139.1161778,-34.583121399999996,0
4407,5753,AVENUE GULLY,Au,Gold,,MAJOR,478898,310900.66,6152371.51,54,138.9340562,-34.753291499999996,138.9340458,-34.753277399999995,0
5599,7131,COWELL JADE 61,JADE,Jade,,MAJOR,480277,680130.72,6292091.48,53,136.93903459999999,-33.4955514,136.9390246,-33.4955373,0
5941,7447,ROLLOND,SLAT,Slate,,MAJOR,830369,313320.67,6111031.55,54,138.9512322,-35.1262835,138.9512218,-35.1262694,0
5984,7483,FRAHNS,CALI,Calcrete,,MINOR,830710,342620.68,6121261.52,54,139.2745951,-35.0390875,139.2745846,-35.0390734,0
10397,11259,EURELIA NO.1,Cu,Copper,,MAJOR,2043890,273860.18,6395976.52,54,138.5916514,-32.550574499999996,138.59164119999997,-32.5505604,0
7334,8617,AGRICOLA NORTH,MAGS,Magnesite,,MAJOR,1201484,381270.59,5994531.47,54,139.679568,-36.1867375,139.6795574,-36.1867234,0
6809,8215,AXEHEAD,LMST,Limestone,,MAJOR,1015328,677990.7,6617041.53,53,136.8559267,-30.5658804,136.8559169,-30.5658663,0
3376,4473,LAKE EYRE SOUTH NO.4,CELES,Celestite,,MAJOR,477617,731788.34,6734668.64,53,137.3909057,-29.496082399999995,137.3908958,-29.4960683,0
10670,11497,BIRTHDAY GULLY,Au,Gold,,MAJOR,2078066,375315.83,6429145.73,54,139.6761602,-32.2674865,139.67614980000002,-32.2674725,0
5805,7337,LITTLE GEM,Au,Gold,,MAJOR,480483,286180.72,6091071.55,54,138.6484022,-35.300714500000005,138.6483919,-35.3007004,0
9510,10455,LARAPINTA,FEST,Ironstone - construction materials,,MAJOR,1997355,689730.61,6030021.44,53,137.1011614,-35.8556694,137.1011513,-35.855655299999995,0
7338,8620,RADFORD,MARB,Marble,,MAJOR,1201503,320270.66,6178151.46,54,139.04184119999996,-34.5226385,139.0418308,-34.5226244,0
3485,4597,VERDUN,QTZE,Quartzite,,MAJOR,477741,297302.97,6124084.57,54,138.77874419999998,-35.005570500000005,138.77873380000003,-35.0055564,0
5054,6445,RAWNSLEYS BLUFF,Cu,Copper,,MAJOR,479591,273900.78,6497561.5,54,138.6159954,-31.634919399999998,138.61598519999998,-31.6349053,0
2844,3821,STRICKLANDS,LMST,Limestone,,MAJOR,476964,278850.76,6253731.54,54,138.6101753,-33.833541499999995,138.610165,-33.833527399999994,0
777,784,CEMETERY,Cu,Copper,?,MAJOR,210109,459075.68,6421331.47,54,140.5651031,-32.344170500000004,140.56509259999999,-32.3441565,0
10002,10901,SOUTH WELL,Cu,Copper,,MAJOR,2016438,219000.19,6675255.42,54,138.0865086,-30.0215034,138.0864986,-30.0214893,0
9140,10130,WHEAL MOTLEY WEST,Cu,Copper,,MAJOR,1983531,359442.82,6354400.76,54,139.4964542,-32.9396475,139.4964438,-32.9396335,0
9945,10845,WAUKARINGA CONSOLIDATED,Au,Gold,,MAJOR,2015986,349087.65,6425234.37,54,139.39714630000003,-32.2995335,139.39713600000002,-32.2995195,0
10130,11023,FRANKTON,MSLT,Metasiltstone,,MAJOR,2016714,336281.19,6202207.52,54,139.2207982,-34.3084705,139.2207878,-34.308456400000004,0
1723,2058,HODGKINSON,U,Uranium,,MAJOR,266951,348160.7,6659591.51,54,139.42283740000002,-30.185653499999997,139.4228272,-30.1856395,0
8437,9510,LEN MOSEY,CALI,Calcrete,,MAJOR,1802926,321285.68,6250120.48,54,139.0677552,-33.8741265,139.0677448,-33.8741124,0
1586,1845,BLACK SNAKE,Au,Gold,?,MAJOR,242726,316560.47,6149479.58,54,138.9952262,-34.7803875,138.9952158,-34.7803734,0
9350,10312,WHITE RIVER,GRNT,Granite,,MAJOR,1989861,597700.73,6187591.52,53,136.0635657,-34.4485804,136.06355580000002,-34.4485662,0
7417,8693,HOAD HILL,SDST,Sandstone,,MAJOR,1220574,320247.7,6139699.46,54,139.0334072,-34.8691865,139.03339680000002,-34.8691724,0
6050,7540,BULLS,SAND,Sand,,MAJOR,830829,488400.62,5882801.53,54,140.8692897,-37.2011816,140.86927880000002,-37.201167600000005,0
1514,1744,COOLANINE,Ag,Silver,,MINOR,240888,282810.76,6058761.56,54,138.60274719999998,-35.591065500000006,138.6027368,-35.5910514,1
5873,7393,SELLICKS HILL,LMST,Limestone,,MAJOR,480539,270440.78,6086611.52,54,138.4741882,-35.3374025,138.4741779,-35.337388399999995,0
6307,7772,SOUTHERN CROSS,NORT,Norite,,MAJOR,832098,357390.66,6163281.54,54,139.44361809999998,-34.6625005,139.44360759999998,-34.6624864,0
9849,10753,TINTINARA WEST,GYPS,Gypsum,,MAJOR,2015557,407125.69,6025689.08,54,139.970727,-35.908696500000005,139.97071640000001,-35.9086825,0
7928,9121,WILLOW,Cu,Copper,,MAJOR,1753717,416850.65,6459901.53,54,140.11977019999998,-31.9939045,140.11975980000003,-31.993890500000003,0
7152,8480,UPSNDOWNS,HMIN,Heavy Minerals,,MAJOR,1132280,415815.62,6116011.51,54,140.0763911,-35.095181,140.0763805,-35.095167,0
5615,7146,COWELL JADE 75,JADE,Jade,,MAJOR,480292,679640.68,6291371.46,53,136.9339066,-33.5021244,136.9338966,-33.5021103,0
10864,11673,CLINTON CENTRE WEST,SAND,Sand,,MAJOR,2092857,771773.15,6206922.73,53,137.95088940000002,-34.2433354,137.9508792,-34.2433213,0
10713,11542,MULLINA WEST,Cr,Chromium,,MINOR,2081118,456100.76,6592451.53,53,134.541115,-30.8001913,134.5411055,-30.8001771,0
5990,7487,MASON,GYPS,Gypsum,,MAJOR,830725,350770.6,6068351.54,54,139.3542901,-35.5172195,139.35427959999998,-35.5172054,0
9123,10113,UCOLTA NO.4,MSLT,Metasiltstone,,MAJOR,1983368,309950.75,6350016.56,54,138.9663813,-32.9716805,138.966371,-32.9716664,0
10657,11487,ALVANOS,CALI,Calcrete,,MAJOR,2077569,465217.56,6179037.03,54,140.62098600000002,-34.5297646,140.6209753,-34.5297506,0
10787,11609,MODRA NORTH,FEST,Ironstone - construction materials,,MAJOR,2090108,572148.88,6163366.73,53,135.7874927,-34.6691244,135.78748290000001,-34.6691102,0
5203,6610,MOORLANDS C,COAL,Coal,,MAJOR,479756,378350.63,6095331.46,54,139.662385,-35.2777785,139.6623745,-35.2777645,0
4892,6267,ORATTA,Cu,Copper,,MAJOR,479413,296560.42,6456143.2,54,138.8461124,-32.0125715,138.8461022,-32.0125574,0
3250,4326,MOUNT LYNDHURST,ASBT,Asbestos,,MAJOR,477469,288240.53,6650144.99,54,138.79887649999998,-30.2618814,138.7988664,-30.2618674,0
8268,9360,NEPTUNE,Cu,Copper,,MAJOR,1765810,561650.78,6709376.52,53,135.63757990000002,-29.744309299999998,135.63757030000002,-29.7442952,0
8848,9879,FAEHRMANN,GRNT,Granite,,MAJOR,1852806,338110.61,6134971.49,54,139.2278351,-34.914804499999995,139.22782469999999,-34.9147904,0
9890,10792,POINT WELL,Cu,Copper,,MAJOR,2015718,291879.89,6570072.34,54,138.8205574,-30.984546500000004,138.8205472,-30.9845325,0
661,636,ST ELMO,Cu,Copper,,MAJOR,210203,318940.68,6252011.56,54,139.04280319999998,-33.856680499999996,139.0427929,-33.8566664,0
7343,8626,CROWELL SOUTH,SAND,Sand,,MAJOR,1201626,771400.39,6200201.54,53,137.9489614,-34.3039674,137.94895119999998,-34.303953299999996,0
853,861,LEYS,Au,Gold,,MAJOR,1621566,429740.65,6409581.46,54,140.2525092,-32.4487015,140.2524987,-32.4486875,0
10589,11423,DUNNS CENTRAL,Cu,Copper,,MAJOR,2070561,785384.21,6702040.28,53,137.9517696,-29.7790854,137.9517596,-29.7790713,0
4963,6349,ELATINA,Cu,Copper,,MAJOR,479495,275050.75,6530721.47,54,138.6356464,-31.336214399999996,138.63563630000002,-31.3362003,0
2821,3797,BRONZE WING,Au,Gold,,MAJOR,476940,322300.71,6295161.45,54,139.08773430000002,-33.468283500000005,139.087724,-33.4682694,0
10546,11386,WALLAROO,SALT,Salt,,MAJOR,2060404,744992.93,6243915.27,53,137.6499935,-33.9167194,137.6499834,-33.9167053,0
6729,8146,GERANIUM PLAINS,CALI,Calcrete,,MAJOR,889617,338370.69,6242091.46,54,139.25091919999997,-33.949264500000005,139.25090880000002,-33.9492504,0
2024,3098,NIL DESPERANDUM,Au,Gold,,MAJOR,374536,508118.33,6561536.84,53,135.08511000000001,-31.0799283,135.0851004,-31.0799141,0
9222,10208,FOWLER BAY,LSND,Lime sand,,MAJOR,1984437,257340.88,6457486.51,53,132.4315473,-31.9927373,132.4315381,-31.992723100000003,0
10895,11698,EYRE,Au,Gold,,MAJOR,2096043,447115.81,6689081.56,53,134.4520801,-29.9278653,134.4520707,-29.9278511,0
5775,7310,WICKLOW HUT,Ag,Silver,,MINOR,480456,666530.69,6285361.53,53,136.79395359999998,-33.5584274,136.7939437,-33.5584133,1
10587,11421,WEST WILLOURAN NORTH,Cu,Copper,,MAJOR,2070559,785058.52,6694323.88,53,137.9504476,-29.848707399999995,137.9504376,-29.8486933,0
16,44,MOORILYANNA C,Cu,Copper,,MAJOR,209588,299740.81,7026371.51,53,132.9841283,-26.869992200000002,132.9841191,-26.869978000000003,0
9488,10433,MOUNT JOHN,DOL,Dolomite,,MAJOR,1997283,360420.81,6981131.56,53,133.5896683,-27.2857093,133.589659,-27.2856951,0
5240,6656,PEARCE,QTZE,Quartzite,,MAJOR,479802,759150.52,6390751.54,53,137.7610205,-32.5904314,137.7610104,-32.5904173,0
10868,11677,HASTINGS,Au,Gold,,MAJOR,2092912,576213.92,6916233.43,53,135.774248,-27.8765363,135.7742384,-27.8765222,0
849,854,BONNIE KEITH EAST,Au,Gold,,MAJOR,210058,439010.7,6399171.5,54,140.3504531,-32.5431515,140.3504426,-32.5431375,0
3172,4228,MOUNT LYNDHURST EAST,Cu,Copper,,MAJOR,477371,268120.84,6655461.51,54,138.5910615,-30.210265399999997,138.5910514,-30.210251300000003,0
10599,11433,DOME HILL SOUTH,Cu,Copper,,MAJOR,2070571,780819.77,6705723.86,53,137.9036516,-29.7469294,137.9036416,-29.746915299999998,0
2644,3627,LEES,SIS,Silica sand,,MAJOR,476770,302539.15,6168252.33,54,138.8464712,-34.608597499999995,138.8464608,-34.6085834,0
1666,1938,MOUNT BILLY C,Cu,Copper,,MAJOR,251950,287300.76,6525011.49,54,138.76309640000002,-31.3900015,138.7630862,-31.389987400000003,0
2484,3484,LITTLE MOUNT LOFTY,SDST,Sandstone,,MAJOR,476627,291270.7,6128251.56,54,138.7137302,-34.9667975,138.7137199,-34.9667834,0
9003,10024,WIRRAKINTA,MSLT,Metasiltstone,,MAJOR,1904533,247730.83,6345181.48,54,138.2998324,-33.0026374,138.2998222,-33.0026233,0
8972,9994,GRASSLANDS,CALI,Calcrete,,MAJOR,1904228,384880.64,6091701.48,54,139.733661,-35.311274499999996,139.7336504,-35.311260499999996,0
7318,8601,KIRCHNERS,SDST,Sandstone,,MAJOR,1198330,253890.89,6303441.54,54,138.3544144,-33.3801434,138.35440419999998,-33.3801293,0
5946,7450,BRADYS,SAND,Sand,,MINOR,830575,356639.99,6089873.73,54,139.4227821,-35.3240975,139.4227716,-35.3240834,0
7746,8972,LAKE KITTY,Mo,Molybdenum,,MAJOR,1620705,682782.99,6013503.92,53,137.0280634,-36.00581939999999,137.0280533,-36.0058053,0
1817,2146,GREAT GLADSTONE,Ag,Silver,,MINOR,268303,330140.73,6673291.52,54,139.2379294,-30.059693499999998,139.2379192,-30.059679499999998,1
7151,8479,PERPONDA,HMIN,Heavy Minerals,,MAJOR,1132276,404040.63,6120506.5,54,139.9477431,-35.0536023,139.9477325,-35.053588299999994,0
173,191,OULDBURRA HILL,OPAL,Opal,,MAJOR,209772,393260.83,6956671.51,53,133.9192892,-27.5094493,133.91927990000002,-27.5094351,0
1448,1691,KANAPPA SOUTH,Au,Gold,,MAJOR,240321,336783.96,6156410.57,54,139.2174872,-34.7213545,139.21747680000001,-34.721340399999995,0
8709,9760,TANK HILL,Ag,Silver,,MINOR,1850184,635950.77,6391591.44,53,136.44883969999998,-32.6048524,136.44882980000003,-32.604838300000004,1
7006,8387,MCLELLAND,CALI,Calcrete,,MINOR,1104627,404900.66,6222101.49,54,139.9685591,-34.1376465,139.9685486,-34.1376325,0
6549,7982,THOMAS LODE,TALC,Talc,,MAJOR,839589,310630.72,6167971.55,54,138.9346042,-34.6126535,138.93459380000002,-34.6126394,0
6243,7709,OHARAS,SIS,Silica sand,,MAJOR,831167,258800.81,6230681.53,54,138.38735730000002,-34.0368255,138.3873471,-34.0368114,0
8741,9789,PARALANA SHALLOWS,GTH,Geothermal Energy,,MAJOR,1851868,376162.27,6657227.4,54,139.7133454,-30.2101575,139.7133351,-30.2101435,0
1755,2082,GREENHILL SOUTH,Cu,Copper,,MAJOR,267194,341272.34,6665766.04,54,139.3522384,-30.1290755,139.35222819999998,-30.1290615,0
10328,11198,SOUTH MIDDLEBACKS,Fe,Iron,,MAJOR,2018171,697529.69,6323676.13,53,137.11930759999998,-33.2077864,137.1192976,-33.2077723,0
6603,8034,STOPEL,SAND,Sand,,MAJOR,846362,282730.7,6108061.56,54,138.61497319999998,-35.1469035,138.6149629,-35.1468894,0
7549,8821,MICHAEL HILLS SE,Cu,Copper,,MAJOR,1414591,502550.92,7095551.47,52,129.02554579999997,-26.2597342,129.0255371,-26.25972,0
9393,10351,GERMANS,CLAY,Clay,,MAJOR,1996144,323770.64,6262741.5,54,139.09713119999998,-33.7607765,139.0971208,-33.760762400000004,0
1554,1777,F.J. SPENCE,BAR,Barite,?,MAJOR,240999,303800.67,6157591.56,54,138.85774919999997,-34.7049105,138.8577388,-34.704896399999996,0
8356,9444,BURNDA,DOL,Dolomite,,MAJOR,1770275,472870.62,5813031.47,54,140.69171169999998,-37.8297326,140.6917008,-37.8297186,0
7621,8886,PARKER,CALI,Calcrete,,MAJOR,1437827,333320.7,6096931.56,54,139.16777109999998,-35.2568715,139.16776069999997,-35.256857399999994,0
4443,5782,CROUCH HILL,QTZE,Quartzite,,MAJOR,478927,294920.74,6148681.5,54,138.7586872,-34.7834555,138.7586769,-34.7834414,0
7486,8756,CEMENT LININGS SA,SAND,Sand,,MAJOR,1366202,221481.06,6341601.52,54,138.01809540000002,-33.0284954,138.01808530000002,-33.0284813,0
3405,4506,FROME DOWNS NO.2,CHI,Chiastolite,,MAJOR,477650,392058.11,6552054.64,54,139.8674493,-31.160533500000003,139.867439,-31.1605195,0
2687,3658,NEW YEARS EVE REEF,Au,Gold,,MAJOR,476801,300491.74,6158689.47,54,138.82190219999998,-34.694376500000004,138.8218918,-34.6943624,0
1167,1105,WESTWARD HO,Au,Gold,,MAJOR,209647,388380.71,6417746.51,54,139.8135102,-32.371678499999994,139.81349980000002,-32.3716645,0
10119,11012,STOTT NO.1,CALI,Calcrete,,MAJOR,2016703,350212.94,6172779.86,54,139.36698909999998,-34.5758545,139.36697869999998,-34.5758404,0
4480,5810,FALZON,CLAY,Clay,,MAJOR,478955,297119.68,6140562.48,54,138.78074119999997,-34.8570555,138.7807309,-34.8570414,0
8046,9199,RED RANGE SOUTH,Cu,Copper,,MINOR,1754434,246330.86,6578821.51,54,138.34614150000002,-30.896760399999998,138.3461314,-30.8967463,0
7481,8752,DUTTON EAST,SHA,Shale,,MAJOR,1365408,332162.45,6198360.75,54,139.1753072,-34.3424865,139.1752968,-34.3424724,0
9630,10568,WORUMBA 9A,Cu,Copper,,MAJOR,2007412,277400.75,6474241.54,54,138.6475624,-31.845822499999997,138.64755219999998,-31.845808399999996,0
1548,1771,PRAIRIE,BAR,Barite,?,MAJOR,241010,299134.61,6140807.3,54,138.8028262,-34.8552495,138.80281580000002,-34.8552354,0
9608,10544,MINIPPA MIN 29,GRNT,Granite,,MAJOR,2007076,516070.78,6365201.51,53,135.17174690000002,-32.8511483,135.17173730000002,-32.8511341,0
5302,6748,MANOORA,SDST,Sandstone,,MAJOR,836948,296430.68,6236601.54,54,138.7960503,-33.9914585,138.79603999999998,-33.9914444,0
3663,4795,AUNGER WEST,SAND,Sand,,MAJOR,477939,280890.78,6175381.51,54,138.6123823,-34.539967499999996,138.612372,-34.5399534,0
10248,11120,YUNTA NORTH NO.2,CLAY,Clay,,MAJOR,2017823,361752.07,6405233.1,54,139.5286943,-32.4815465,139.5286839,-32.4815325,0
2193,3230,WORUMBA 5,Cu,Copper,,MAJOR,425040,277270.78,6466281.51,54,138.6443634,-31.917551500000002,138.64435319999998,-31.9175374,0
27,54,KENMORE 2,CYP,Chrysoprase,,MINOR,209600,281760.91,7104851.57,53,132.8166764,-26.1592022,132.8166672,-26.159188,0
10105,10999,BAKARA RIDGE NO.5,CALI,Calcrete,,MAJOR,2016690,386949.05,6165880.32,54,139.7664791,-34.6427615,139.7664686,-34.6427475,0
505,504,ARMY,CALI,Calcrete,,MAJOR,210331,353610.63,6115251.55,54,139.3939771,-35.094913500000004,139.3939666,-35.0948994,0
6412,7870,LEIGH CREEK LOBE C,COAL,Coal,,MAJOR,834561,250310.85,6630521.56,54,138.4002575,-30.431566399999998,138.4002474,-30.4315523,0
7624,8889,COOPER HILL,PTM,Platinoids,,MINOR,1469885,280450.81,6481301.49,53,132.68136429999998,-31.7827713,132.6813551,-31.7827571,0
6143,7616,POULOS,SAND,Sand,,MAJOR,831032,471519.12,6226604.38,54,140.691226,-34.10098060000001,140.6912154,-34.1009666,0
9991,10890,WONGULIE,MSLT,Metasiltstone,,MAJOR,2016424,258869.07,6324840.02,54,138.4135774,-33.1884564,138.4135672,-33.1884423,0
3851,5088,DEAD HORSE BAY,U,Uranium,,MAJOR,478232,764690.46,6173001.49,53,137.8845454,-34.5506874,137.8845352,-34.55067329999999,0
2382,3414,ADELAIDE POTTERIES,SHA,Shale,,MINOR,476556,290667.62,6143596.27,54,138.7109702,-34.8284115,138.7109599,-34.8283974,0
2562,3573,TUCKWELLS,SAND,Sand,,MAJOR,476716,297670.74,6156401.5,54,138.79057619999998,-34.714439500000005,138.7905659,-34.714425399999996,0
7306,8590,SPACKMANS,QTZE,Quartzite,,MAJOR,1198319,266160.83,6282591.56,54,138.4807633,-33.5707625,138.4807531,-33.5707484,0
2380,3412,HOLLAND,CLAY,Clay,,MAJOR,842526,275560.74,6135181.52,54,138.54365330000002,-34.901003499999995,138.543643,-34.9009894,0
5629,7160,COWELL JADE 88,JADE,Jade,,MAJOR,480306,680700.74,6292061.51,53,136.9451736,-33.4957254,136.9451636,-33.4957113,0
174,192,EEAVINNA HILL NO.2,OPAL,Opal,,MAJOR,209782,417050.78,6891036.46,53,134.1555642,-28.1035713,134.1555548,-28.1035571,0
9270,10248,SMITHS,SIS,Silica sand,,MAJOR,1987944,312890.7,6188601.47,54,138.96377019999997,-34.4271425,138.96375980000002,-34.4271284,0
10851,11660,MCBRIDE,CLAY,Clay,,MAJOR,2091143,310404.83,6269797.57,54,138.9543993,-33.6948675,138.954389,-33.6948534,0
9665,10597,DOME ROCK NORTH,Cu,Copper,,MAJOR,2007892,448160.68,6472011.44,54,140.45185419999999,-31.886521500000004,140.45184369999998,-31.8865075,0
5139,6530,WARDS,CAL,Calcite,,MAJOR,479676,330600.7,6474311.53,54,139.20952230000003,-31.854346500000002,139.20951200000002,-31.8543325,0
3605,4709,FRANKLANOS,SAND,Sand,,MAJOR,477853,334975.7,6091166.79,54,139.1847961,-35.3091005,139.1847856,-35.3090864,0
10620,11451,VAMINT,Au,Gold,,MAJOR,2070707,486400.8,6535296.47,53,134.857075,-31.3166423,134.8570655,-31.316628100000003,0
6476,7922,GLENCOE,LMST,Limestone,,MAJOR,837663,465950.58,5828601.53,54,140.61380669999997,-37.6891666,140.61379580000002,-37.6891526,0
5230,6643,INGHAM,GYPS,Gypsum,,MAJOR,479789,754686.96,6406239.48,53,137.7093175,-32.4519064,137.7093075,-32.451892300000004,0
3166,4223,EAST PAINTER NO.2,U,Uranium,,MAJOR,477366,344530.74,6654991.47,54,139.3844674,-30.226690500000004,139.38445719999999,-30.2266765,0
8838,9869,OAKBANK,HMIN,Heavy Minerals,,MAJOR,1852705,461300.62,6342801.51,54,140.5854851,-33.0526355,140.5854745,-33.0526215,0
7985,9159,MANXMAN A2,Au,Gold,,MINOR,1753922,537930.8,6715731.51,53,135.392056,-29.6879113,135.39204640000003,-29.687897200000002,0
3924,5183,WEAVERS,SALT,Salt,,MAJOR,478327,745732.4,6131285.8,53,137.6903144,-34.931163399999996,137.69030419999999,-34.931149299999994,0
8779,9825,HILES,DIA,Diamond,,MAJOR,1852117,310046.88,6324666.72,54,138.9621433,-33.2002145,138.962133,-33.20020039999999,0
2650,3631,LUCKY HIT,Cu,Copper,,MAJOR,476774,300713.74,6158409.52,54,138.8242582,-34.6969425,138.82424780000002,-34.6969284,0
9794,10706,CLAYTON,OCR,Ochre,,MAJOR,2011165,232120.97,6705411.58,54,138.2299436,-29.7526124,138.22993359999998,-29.752598300000002,0
9468,10415,CUMBRUTLA NO.1,QTZE,Quartzite,,MAJOR,1997219,644970.72,6279301.48,53,136.5627646,-33.6162134,136.56275469999997,-33.6161993,0
9908,10808,WHYDOWN SW,Au,Gold,,MAJOR,2015829,339882.03,6376604.03,54,139.2911283,-32.7367575,139.29111799999998,-32.7367435,0
5589,7121,COWELL JADE 52,JADE,Jade,,MAJOR,480267,678550.69,6290511.47,53,136.92234960000002,-33.510059399999996,136.9223396,-33.510045299999994,0
7493,8763,FITTON TALC 23W,TALC,Talc,,MAJOR,1366618,356410.69,6683991.53,54,139.5118044,-29.9665325,139.51179419999997,-29.9665185,0
3888,5138,NALYAPPA,Cu,Copper,,MAJOR,478282,740040.56,6224381.52,53,137.60183940000002,-34.0938514,137.60182930000002,-34.0938373,0
9162,10153,SECOND VALLEY,LMST,Limestone,,MAJOR,1983612,248970.92,6065201.49,54,138.23159630000004,-35.5250625,138.23158600000002,-35.5250484,0
6878,8268,MINBRIE EAST,TALC,Talc,,MINOR,1066253,671919.68,6279730.48,53,136.8530656,-33.6083354,136.85305559999998,-33.6083213,0
184,201,MOUNT CHANDLER,SDST,Sandstone,,MINOR,209794,341470.85,7013001.54,53,133.4023473,-26.996025300000003,133.4023381,-26.996011100000004,0
4756,6085,HOOPERS LUCK,Ag,Silver,,MINOR,479230,349880.73,6420101.51,54,139.4047553,-32.3459275,139.404745,-32.3459135,1
4338,5624,COLLEEN BAWN SOUTH,Au,Gold,,MAJOR,478769,377865.63,6429406.49,54,139.7032602,-32.2654155,139.7032498,-32.2654015,0
5125,6514,ILKA,Fe,Iron,,MAJOR,479660,250390.82,6502881.5,54,138.3696665,-31.582103399999998,138.3696564,-31.5820893,0
8587,9659,LORRAINE,LMST,Limestone,,MAJOR,1814735,290000.76,6295726.48,54,138.74049630000002,-33.4573435,138.740486,-33.4573294,0
6774,8186,ROOPENA STATION,SAND,Sand,,MINOR,940652,731804.47,6369920.12,53,137.4750975,-32.7842364,137.4750875,-32.7842223,0
10098,10992,HABY,CALI,Calcrete,,MAJOR,2016680,382608.05,6154982.23,54,139.7176091,-34.7405265,139.7175986,-34.7405125,0
5868,7389,SELLICKS BEACH,GRVL,Gravel,,MAJOR,480535,268160.83,6087451.49,54,138.4493622,-35.329309499999994,138.4493519,-35.3292954,0
6022,7515,NARACOORTE,LMST,Limestone,,MINOR,830804,479170.57,5910861.53,54,140.76605769999998,-36.9480816,140.7660468,-36.9480676,0
8653,9716,DUSTHOLE HUT,Au,Gold,,MAJOR,1841100,319030.68,6373761.45,54,139.0681403,-32.7591545,139.06813,-32.7591404,0
6611,8043,GAWLER LOAM NO.5,SAND,Sand,,MAJOR,846371,290500.69,6167321.51,54,138.7150382,-34.614597499999995,138.7150279,-34.6145834,0
9193,10183,CATTLE STATION,QTZE,Quartzite,,MAJOR,1983850,305405.68,6297631.54,54,138.9065593,-33.4430815,138.906549,-33.4430674,0
10064,10958,UCOLTA NO.6,CLAY,Clay,,MAJOR,2016582,310231.21,6359021.4,54,138.97123530000002,-32.890552500000005,138.971225,-32.8905384,0
8103,9252,BORGAS DAM,Mn,Manganese,,MAJOR,1754504,284810.79,6492011.52,54,138.7297354,-31.6870495,138.7297252,-31.6870354,0
10736,11564,WALTHERCO NORTH,Cu,Copper,,MAJOR,2082026,398712.89,6487709.86,54,139.9306882,-31.7415845,139.9306778,-31.7415705,0
6747,8160,WARE,GRNT,Granite,,MAJOR,937811,608160.72,6208001.52,53,136.1748417,-34.2635104,136.17483180000002,-34.263496200000006,0
2854,3831,GRAY AND MEAD,Cu,Copper,,MINOR,476974,272980.8,6255241.55,54,138.5471813,-33.818689500000005,138.547171,-33.8186754,0
2378,3410,PARRYS,SLAT,Slate,,MAJOR,476552,291473.34,6141773.12,54,138.7193212,-34.8450045,138.7193109,-34.8449904,0
6769,8183,KATUNGA STATION,GRVL,Gravel,,MINOR,940649,712890.67,6364081.48,53,137.2746296,-32.8406904,137.2746196,-32.840676300000005,0
6573,8003,FLORENCE,CLAY,Clay,,MAJOR,842504,278450.8,6135201.5,54,138.5752632,-34.901458500000004,138.5752529,-34.901444399999995,0
7384,8660,THE GRANITES,GRNT,Granite,,MAJOR,1220519,359110.67,6104121.46,54,139.45239909999998,-35.196023499999995,139.4523886,-35.1960094,0
8166,9294,NORTH BLOCK,KAO,Kaolin,,MAJOR,1762961,548630.75,6197411.5,53,135.5288648,-34.3635044,135.528855,-34.3634902,0
4413,5757,BAUMS,Au,Gold,,MAJOR,478902,300247.27,6133858.07,54,138.8133302,-34.9180885,138.81331980000002,-34.9180744,0
9796,10708,BLOCK NINE,DOL,Dolomite,,MAJOR,2011232,236777.45,6338969.62,54,138.1809304,-33.0560124,138.18092019999997,-33.0559983,0
81,98,BREADKNIFE,GRNT,Granite,,MAJOR,209675,514400.78,6739921.51,53,135.148529,-29.470089299999998,135.14851950000002,-29.470075199999997,0
2025,3099,NORTHWEST PROSPECTING,Au,Gold,,MAJOR,374537,499838.15,6585448.04,53,134.998307,-30.864199300000003,134.9982974,-30.864185100000004,0
8359,9447,MCDONALD,CALI,Calcrete,,MAJOR,1770281,454074.38,6210384.96,54,140.50124499999998,-34.2466316,140.50123440000002,-34.2466176,0
9139,10129,MAFEKING EAST,Cu,Copper,,MAJOR,1983530,355960.64,6348561.48,54,139.4583022,-32.9918475,139.4582918,-32.991833500000006,0
