,MINERAL_DEPOSIT_NO,DISCOVERY_YEAR,SITE_NO,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,SURVEY_METHOD,COMMODITY_NAME,SIGNIFICANCE,MINERAL,RELATIVE_ABUNDANCE_CODE,MINERAL_TYPE,WEATHERING_PRODUCT,Is_present
18869,6879,1881.0,480025,54,139.0,-34.81,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
18873,6880,1974.0,480026,54,139.23,-34.94,Google Earth image,Sand,MAJOR,,,,,0
18876,6881,1885.0,480027,54,139.0,-34.78,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
18878,6882,1931.0,480028,54,139.01,-34.81,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
18881,6884,1870.0,480030,54,139.01,-34.78,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
18884,6885,1871.0,480031,54,139.01,-34.77,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
18886,6886,1898.0,480032,54,139.01,-34.83,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
18888,6887,1934.0,480033,54,139.0,-34.8,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
18890,6888,1893.0,480034,54,139.01,-34.77,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
18893,6890,1872.0,480036,54,139.0,-34.82,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
18897,6896,1915.0,480042,53,137.2,-31.6,Google Earth image,Clay,MAJOR,Clay mineral,ABUNDANT,ORE,Y,0
18898,6903,1940.0,480049,53,137.19,-31.58,Google Earth image,Manganese,MAJOR,Clay mineral,MINOR,GANGUE,N,0
18900,6905,1915.0,480051,53,137.18,-31.7,Google Earth image,Clay,MAJOR,Clay mineral,ABUNDANT,ORE,Y,0
18901,6909,1918.0,480055,53,137.21,-31.6,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
18902,6910,1913.0,480056,53,137.2,-31.72,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
18906,6912,1918.0,480058,53,137.2,-31.68,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
18907,6914,1918.0,480060,53,137.2,-31.71,Google Earth image,Gypsum,MAJOR,Gypsum,MAJOR,ORE,N,0
18911,6915,1922.0,480061,53,137.2,-31.41,Google Earth image,Manganese,MAJOR,Manganese Oxide,ABUNDANT,ORE,Y,0
18912,6923,1977.0,480069,53,137.34,-31.62,"Sourced from documents (PLANS, ENV, RB,etc)",Zinc,MAJOR,Argentite,RARE,ORE,N,0
18936,6932,1967.0,480078,53,136.96,-31.41,Google Earth image,Clay,MAJOR,,,,,0
18937,6933,1915.0,480079,53,137.18,-31.69,Google Earth image,Manganese,MAJOR,Manganese Oxide,ABUNDANT,ORE,Y,0
18939,6936,1914.0,480082,53,137.16,-31.44,Google Earth image,Copper,MAJOR,,,,,0
18940,6937,1956.0,480083,54,138.25,-35.52,Google Earth image,Quartzite,MAJOR,,,,,0
18941,6938,1889.0,480084,54,138.46,-35.53,Digitised,Coal,MAJOR,,,,,0
18942,6945,1920.0,480091,54,139.23,-34.49,Google Earth image,Copper,MAJOR,Argentite,MINOR,ORE,U,0
18966,6952,1945.0,480098,54,138.44,-34.64,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
18967,6953,1945.0,480099,54,138.43,-34.62,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
18968,6964,1931.0,480110,54,138.42,-34.62,Google Earth image,Clay,MINOR,Carbonate,ABUNDANT,ORE,N,0
18970,6972,1973.0,480118,54,138.44,-34.64,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
18971,6980,1939.0,480126,54,138.26,-34.42,Google Earth image,Sand,MINOR,,,,,0
18973,6984,1900.0,480130,53,137.99,-34.19,Google Earth image,Magnesite,MAJOR,Magnesite,ABUNDANT,ORE,Y,0
18974,6987,1898.0,480133,54,138.01,-34.19,Google Earth image,Iron Ore,MAJOR,Clay mineral,MINOR,GANGUE,Y,0
18977,6988,1899.0,480134,54,138.01,-34.18,Google Earth image,Phosphate,MAJOR,Carbonate,MAJOR,GANGUE,N,0
18982,6990,1845.0,480136,54,138.1,-34.02,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
18985,6991,1928.0,480137,54,138.12,-34.17,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
18986,6995,1920.0,480141,54,138.13,-34.09,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
18987,6996,1920.0,480142,54,138.14,-34.1,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
18988,6997,1918.0,480143,54,138.14,-34.1,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
18989,6998,1895.0,480144,54,138.19,-34.05,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
18990,7001,1953.0,480147,54,138.05,-34.07,Google Earth image,Silica,MAJOR,Clay mineral,MINOR,ORE,Y,0
18992,7002,1862.0,480148,53,137.98,-34.2,Google Earth image,Copper,MAJOR,Chalcocite,MINOR,ORE,N,0
18996,7003,1940.0,480149,53,137.97,-34.05,Google Earth image,Calcrete,MAJOR,Carbonate,ABUNDANT,ORE,N,0
19098,7042,1974.0,480188,54,139.51,-35.26,"Sourced from documents (PLANS, ENV, RB,etc)",Basalt,MAJOR,,,,,0
19100,7045,1930.0,480191,54,139.32,-35.32,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
19101,7047,1861.0,480193,53,137.76,-33.97,Digital Image,Copper,MAJOR,Calcite,MINOR,GANGUE,N,0
19105,7048,1861.0,480194,53,137.74,-33.97,Google Earth image,Copper,MAJOR,Iron oxide (non specific),ABUNDANT,GANGUE,Y,0
19108,7050,1861.0,480196,53,137.73,-33.96,Google Earth image,Copper,MAJOR,Iron oxide (non specific),ABUNDANT,GANGUE,Y,0
19111,7051,1979.0,480197,53,136.63,-33.72,Digitised,Uranium,MAJOR,Uranium Minerals (Non Specific),RARE,ORE,Y,0
19113,7052,1951.0,831150,53,137.87,-33.39,Google Earth image,Lime sand,MAJOR,Carbonate,ABUNDANT,ORE,N,0
19115,7054,1948.0,1061144,53,137.73,-33.98,Digital Image,Kaolin,MAJOR,Kaolinite,ABUNDANT,ORE,Y,0
19116,7055,1860.0,1165972,53,137.72,-33.98,Digital Image,Copper,MAJOR,Calcite,TRACE,GANGUE,N,0
19122,7057,1949.0,480203,53,136.74,-33.64,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
19138,7060,1956.0,480206,53,137.99,-33.21,Google Earth image,Shale,MINOR,,,,,0
19140,7062,1907.0,480208,53,136.73,-33.62,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
19146,7064,1974.0,480210,53,136.69,-33.77,Google Earth image,Graphite,MAJOR,Graphite,MINOR,ORE,N,0
19147,7065,-,480211,53,137.13,-33.19,Google Earth image,Iron,MAJOR,Goethite,MINOR,ORE,Y,0
19150,7066,-,480212,53,137.76,-33.97,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
19152,7068,1924.0,480214,53,136.5,-33.7,Google Earth image,Silver,MINOR,Argentite,TRACE,ORE,Y,0
19160,7069,1981.0,480215,53,136.63,-33.69,Digitised,Uranium,MINOR,Graphite,MAJOR,GANGUE,N,0
19166,7070,1997.0,480216,53,137.13,-33.17,Digital Image,Iron,MAJOR,Goethite,MAJOR,ORE,Y,0
19169,7072,1932.0,480218,53,136.71,-33.65,GPS Standalone Navigational,Asbestos,MAJOR,Chrysotile,TRACE,ORE,N,0
19170,7073,1970.0,480219,53,136.94,-33.47,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19173,7074,1970.0,480220,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19175,7075,1977.0,480221,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19177,7076,1970.0,480222,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19179,7077,1970.0,480223,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19182,7078,1970.0,480224,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19184,7079,1977.0,480225,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19186,7080,1982.0,480226,53,136.93,-33.5,Google Earth image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19189,7081,1976.0,480227,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19191,7082,-,480228,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19193,7083,-,480229,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19195,7084,-,480230,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19197,7085,1970.0,480231,53,136.94,-33.47,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19199,7086,-,480232,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19201,7087,1987.0,480233,53,136.92,-33.5,Digital Image,Marble,MINOR,Dolomite,MINOR,GANGUE,N,0
19205,7088,1970.0,480234,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19207,7089,1970.0,480235,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19209,7090,1976.0,480236,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19211,7091,-,480237,53,136.93,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19213,7092,-,480238,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19215,7093,1970.0,480239,53,136.93,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19217,7094,1970.0,480240,53,136.93,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19219,7095,1970.0,480241,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19221,7096,1970.0,480242,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19223,7097,1970.0,480243,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19225,7098,1989.0,480244,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19227,7099,1970.0,480245,53,136.92,-33.5,Google Earth image,Tantalum,MINOR,Dolomite,MAJOR,GANGUE,N,0
19231,7100,1970.0,480246,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19233,7101,1970.0,480247,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19235,7102,1982.0,480248,53,136.92,-33.5,Google Earth image,Jade,MAJOR,Chlorite,MAJOR,GANGUE,N,0
19238,7103,1970.0,480249,53,136.92,-33.5,Google Earth image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19240,7104,1965.0,480250,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19249,7105,1965.0,480251,53,136.94,-33.48,Digital Image,Talc,MINOR,Chlorite,MINOR,GANGUE,N,0
19258,7106,-,480252,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19260,7107,1989.0,480253,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19262,7108,1970.0,480254,53,136.94,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19264,7109,-,480255,53,136.94,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19266,7110,1970.0,480256,53,136.94,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19268,7111,-,480257,53,136.94,-33.49,Digital Image,Jade,MAJOR,Jadeite,RARE,ORE,N,0
19270,7112,1989.0,480258,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19272,7113,-,480259,53,136.93,-33.5,Digital Image,Jade,MAJOR,Jadeite,RARE,ORE,N,0
19274,7114,-,480260,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19276,7115,-,480261,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,ABUNDANT,GANGUE,N,0
19278,7116,-,480262,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19280,7117,-,480263,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19282,7118,-,480264,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19284,7119,-,480265,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19286,7120,-,480266,53,136.92,-33.51,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19287,7121,1978.0,480267,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19289,7122,1976.0,480268,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19291,7123,-,480269,53,136.94,-33.49,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19292,7124,1976.0,480270,53,136.94,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19294,7125,-,480271,53,136.94,-33.49,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19295,7126,-,480272,53,136.94,-33.49,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19296,7127,1989.0,480273,53,136.94,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19299,7128,-,480274,53,136.94,-33.49,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19300,7129,1980.0,480275,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19303,7130,1989.0,480276,53,136.94,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19305,7131,1989.0,480277,53,136.94,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19307,7132,-,480278,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19308,7133,-,480279,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19309,7134,-,480280,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19310,7135,-,480281,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19311,7136,-,480282,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19312,7137,-,480283,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19313,7138,-,480284,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19314,7139,1982.0,480285,53,136.94,-33.5,Google Earth image,Dolomite,MINOR,Dolomite,MINOR,GANGUE,N,0
19318,7140,-,480286,53,136.93,-33.48,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19319,7141,-,480287,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19320,7142,-,480288,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19321,7143,-,480289,53,136.94,-33.5,Digital Image,Jade,MAJOR,Chrysotile,RARE,GANGUE,N,0
19323,7144,-,480290,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19325,7145,-,480291,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19327,7146,-,480292,53,136.93,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19328,7147,1976.0,480293,53,136.93,-33.51,Google Earth image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19330,7148,-,480294,53,136.93,-33.51,Digitised,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19331,7149,-,480295,53,136.93,-33.51,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19332,7150,-,480296,53,136.93,-33.51,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19334,7151,-,480297,53,136.93,-33.48,Digitised,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19336,7152,-,480298,53,136.93,-33.51,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19338,7153,-,480299,53,136.93,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19341,7154,-,480300,53,136.93,-33.51,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19343,7155,-,480301,53,136.93,-33.51,Digital Image,Jade,MAJOR,Chrysotile,TRACE,GANGUE,N,0
19346,7156,-,480302,53,136.95,-33.49,Digital Image,Jade,MAJOR,Chrysotile,TRACE,GANGUE,N,0
19349,7157,-,480303,53,136.95,-33.49,Digital Image,Jade,MAJOR,Chrysotile,TRACE,GANGUE,N,0
19352,7158,-,480304,53,136.95,-33.49,Digital Image,Jade,MAJOR,Chrysotile,TRACE,GANGUE,N,0
19355,7159,-,480305,53,136.95,-33.5,Digital Image,Jade,MAJOR,Chrysotile,RARE,GANGUE,N,0
19357,7160,-,480306,53,136.95,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19358,7161,-,480307,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19359,7162,1970.0,480308,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19361,7163,1977.0,480309,53,136.94,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19363,7164,-,480310,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19364,7165,1970.0,480311,53,136.94,-33.47,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
19366,7166,-,480312,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19367,7167,-,480313,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19368,7168,1970.0,480314,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
19370,7169,-,480315,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19371,7170,-,480316,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19372,7171,-,480317,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,RARE,ORE,N,0
19373,7173,1943.0,480319,53,136.84,-33.51,Google Earth image,Manganese,MAJOR,Iron oxide (non specific),MINOR,GANGUE,Y,0
19375,7174,1913.0,480320,53,136.74,-33.61,Google Earth image,Lead,MAJOR,Silver,RARE,ORE,Y,0
19396,7175,1908.0,480321,53,136.77,-33.61,Google Earth image,Lead,MAJOR,Argentite,RARE,ORE,Y,0
19406,7176,1861.0,1165886,53,137.69,-33.97,GPS Standalone Navigational,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
19410,7177,1872.0,480323,53,137.71,-33.96,Google Earth image,Copper,MAJOR,Calcite,MINOR,GANGUE,N,0
19415,7178,1870.0,1166870,53,137.68,-33.99,GPS Standalone Navigational,Copper,MAJOR,Copper,TRACE,ORE,Y,0
19422,7179,1861.0,1165958,53,137.69,-33.98,Digital Image,Copper,MAJOR,Chalcocite,MINOR,ORE,Y,0
19426,7181,-,480327,53,136.51,-33.69,"Sourced from documents (PLANS, ENV, RB,etc)",Lead,MAJOR,Argentite,TRACE,ORE,N,0
19434,7182,1936.0,480328,53,136.56,-33.6,Google Earth image,Uranium,MINOR,Iron oxide (non specific),MAJOR,GANGUE,Y,0
19442,7183,-,480329,53,136.78,-33.34,Google Earth image,Kaolin,MAJOR,Amethyst,RARE,ORE,N,0
19448,7184,1928.0,480330,53,136.75,-33.54,Google Earth image,Asbestos,MAJOR,Chrysotile,MINOR,ORE,N,0
19449,7186,1967.0,480332,53,136.75,-33.63,Digital Image,Dolomite,MAJOR,,,,,0
19451,7187,1949.0,480333,53,137.95,-33.52,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
19452,7190,1861.0,480336,53,137.61,-33.93,Digital Image,Copper,MAJOR,Iron oxide (non specific),MAJOR,GANGUE,Y,0
19456,7191,-,480337,53,137.18,-33.28,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
19458,7193,1901.0,480339,53,136.67,-33.73,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
19462,7194,1933.0,480340,53,137.15,-33.01,Google Earth image,Iron,MAJOR,Clay mineral,TRACE,GANGUE,Y,0
19465,7195,1955.0,480341,53,137.15,-33.02,Google Earth image,Iron,MAJOR,Goethite,MINOR,ORE,Y,0
19468,7196,1933.0,480342,53,137.15,-33.03,Google Earth image,Iron,MAJOR,Clay mineral,TRACE,GANGUE,Y,0
19470,7197,1933.0,480343,53,137.13,-33.18,Google Earth image,Manganese,MINOR,Goethite,ABUNDANT,ORE,Y,0
19478,7198,-,480344,53,137.18,-33.16,Google Earth image,Iron,MAJOR,Hematite,MAJOR,ORE,Y,0
19480,7199,1930.0,480345,53,137.11,-33.25,Google Earth image,Iron,MAJOR,Clay mineral,TRACE,GANGUE,Y,0
19483,7201,1930.0,480347,53,137.11,-33.19,Google Earth image,Iron,MAJOR,Clay mineral,TRACE,GANGUE,Y,0
19486,7203,-,480349,53,137.18,-33.02,Google Earth image,Iron,MAJOR,Clay mineral,MINOR,GANGUE,Y,0
19488,7204,1970.0,480350,53,137.18,-33.04,Digital Image,Iron,MAJOR,Hematite,ABUNDANT,ORE,N,0
19489,7205,-,480351,53,137.14,-33.11,Google Earth image,Iron,MAJOR,Hematite,ABUNDANT,ORE,N,0
19491,7209,1939.0,480355,53,137.76,-33.87,"Sourced from documents (PLANS, ENV, RB,etc)",Uranium,MINOR,Autunite,RARE,ORE,N,0
19503,7210,1870.0,480356,53,137.72,-33.96,Google Earth image,Copper,MAJOR,Iron oxide (non specific),MINOR,GANGUE,N,0
19506,7211,1977.0,480357,53,136.8,-33.48,Digital Image,Quartz,MAJOR,Quartz,MAJOR,ORE,N,0
19507,7213,-,480359,53,137.66,-33.92,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,N,0
19509,7214,1863.0,1165966,53,137.69,-33.98,Digital Image,Copper,MAJOR,Atacamite,TRACE,ORE,Y,0
19516,7215,1914.0,480361,53,136.79,-33.79,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
19518,7218,1927.0,480364,53,136.62,-33.59,Google Earth image,Magnesite,MAJOR,Chrysotile,RARE,ORE,N,0
19522,7219,1863.0,1165973,53,137.71,-33.97,Digital Image,Copper,MAJOR,Chalcocite,TRACE,ORE,N,0
19528,7222,-,480368,53,136.79,-33.67,Google Earth image,Granite,MAJOR,,,,,0
19529,7224,1919.0,1131192,53,136.84,-33.6,GPS Standalone Navigational,Asbestos,MAJOR,Chrysotile,MINOR,ORE,N,0
19530,7225,1980.0,480371,53,136.84,-33.61,GPS Standalone Navigational,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
19531,7226,1890.0,480372,53,136.78,-33.57,Google Earth image,Silver,MINOR,Argentite,TRACE,ORE,N,0
19559,7227,1919.0,480373,53,136.85,-33.61,GPS Standalone Navigational,Talc,MAJOR,Carnotite,RARE,ORE,Y,0
19589,7228,1958.0,480374,53,136.95,-33.53,"Sourced from documents (PLANS, ENV, RB,etc)",Iron,MAJOR,Magnetite,MINOR,ORE,N,0
19591,7230,1872.0,480376,53,137.67,-34.0,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
19593,7231,1940.0,480377,53,137.06,-33.12,Google Earth image,Gypsum,MAJOR,Gypsum,ABUNDANT,ORE,N,0
19594,7232,1986.0,480378,53,137.19,-33.27,Google Earth image,Metasiltstone,MAJOR,,,,,0
19596,7234,1869.0,480380,53,136.76,-33.6,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MAJOR,Argentite,RARE,ORE,N,0
19608,7235,-,480381,53,137.54,-33.0,Google Earth image,Barite,MAJOR,Barite,ABUNDANT,ORE,N,0
19610,7236,1979.0,480382,53,137.52,-32.99,Google Earth image,Sandstone,MAJOR,,,,,0
19611,7237,1910.0,480383,53,136.71,-33.63,Google Earth image,Lead,MAJOR,Argentite,RARE,ORE,N,0
19617,7238,1980.0,480384,53,137.33,-33.31,Digitised,Coal,MAJOR,,,,,0
19619,7239,1863.0,480385,53,137.29,-33.29,Google Earth image,Copper,MAJOR,Bismuthinite,MINOR,ORE,N,0
19627,7240,1926.0,480386,54,138.06,-33.17,Google Earth image,Clay,MAJOR,Clay mineral,ABUNDANT,GANGUE,Y,0
19631,7241,1862.0,1425734,53,137.73,-33.97,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MAJOR,Iron oxide (non specific),MINOR,GANGUE,Y,0
19634,7244,-,480390,53,137.63,-33.89,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
19635,7247,1863.0,480393,53,137.72,-33.97,Google Earth image,Copper,MAJOR,Chalcocite,MINOR,ORE,N,0
19640,7248,1947.0,480394,53,137.14,-33.06,Digital Image,Iron,MAJOR,Goethite,MINOR,ORE,Y,0
19643,7251,1973.0,480399,53,137.99,-33.22,Google Earth image,Clay,MAJOR,,,,,0
19644,7254,1944.0,480400,53,136.72,-33.62,Google Earth image,Talc,MAJOR,Talc,MAJOR,ORE,N,0
19645,7257,1915.0,480403,53,136.52,-33.68,GPS type unknown,Copper,MINOR,Argentite,TRACE,ORE,N,0
19675,7258,-,480404,53,137.95,-33.58,Google Earth image,Lime sand,MAJOR,,,,,0
19676,7259,1966.0,480405,53,137.91,-33.29,Google Earth image,Gravel,MAJOR,,,,,0
19677,7261,-,480407,53,136.73,-33.7,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
19679,7262,1949.0,480408,53,136.8,-33.49,Digital Image,Clay,MAJOR,,,,,0
19680,7264,-,480410,53,137.75,-33.96,Digital Image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
19682,7265,-,480411,53,137.67,-33.93,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
19684,7267,1901.0,480413,53,137.21,-33.24,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
19686,7269,1952.0,480415,53,136.73,-33.64,Google Earth image,Copper,MAJOR,Argentite,RARE,ORE,Y,0
19695,7270,-,480416,53,137.71,-33.99,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
19700,7271,1870.0,480417,53,137.68,-34.0,Google Earth image,Copper,MAJOR,Chalcocite,MINOR,ORE,N,0
