,MINERAL_DEPOSIT_NO,DISCOVERY_YEAR,SITE_NO,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,SURVEY_METHOD,COMMODITY_NAME,SIGNIFICANCE,MINERAL,RELATIVE_ABUNDANCE_CODE,MINERAL_TYPE,WEATHERING_PRODUCT,Is_present
5084,6836,1903.0,479982,53,134.5,-30.7,"Sourced from documents (PLANS, ENV, RB,etc)",Gold,MAJOR,Gold,RARE,ORE,N,0
5088,6837,-,479983,53,134.53,-30.71,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
5090,6839,-,479985,53,134.29,-30.24,Google Earth image,Aluminium,MAJOR,Gold,RARE,ORE,N,0
5092,6840,-,479986,53,134.54,-30.7,"Sourced from documents (PLANS, ENV, RB,etc)",Gold,MAJOR,Gold,RARE,ORE,N,0
5094,6841,-,479987,53,134.54,-30.7,Digitised,Gold,MAJOR,Gold,RARE,ORE,N,0
5097,6842,-,479988,53,134.57,-30.69,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
5099,6843,1900.0,479989,53,134.53,-30.71,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
5103,6844,1932.0,479990,53,134.53,-30.71,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
5106,6845,1900.0,479991,53,134.54,-30.7,Digitised,Gold,MAJOR,Gold,RARE,ORE,N,0
5109,6846,1900.0,479992,53,134.56,-30.7,Digitised,Gold,MAJOR,Gold,RARE,ORE,N,0
5112,6847,-,479993,53,134.53,-30.71,Digitised,Gold,MAJOR,Gold,RARE,ORE,N,0
5114,6848,1900.0,479994,53,134.53,-30.71,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
5117,6850,1900.0,479996,53,134.54,-30.7,Digitised,Gold,MAJOR,Gold,RARE,ORE,N,0
5119,6896,1915.0,480042,53,137.2,-31.6,Google Earth image,Clay,MAJOR,Clay mineral,ABUNDANT,ORE,Y,0
5120,6903,1940.0,480049,53,137.19,-31.58,Google Earth image,Manganese,MAJOR,Clay mineral,MINOR,GANGUE,N,0
5122,6905,1915.0,480051,53,137.18,-31.7,Google Earth image,Clay,MAJOR,Clay mineral,ABUNDANT,ORE,Y,0
5123,6909,1918.0,480055,53,137.21,-31.6,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
5124,6910,1913.0,480056,53,137.2,-31.72,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
5128,6912,1918.0,480058,53,137.2,-31.68,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
5129,6914,1918.0,480060,53,137.2,-31.71,Google Earth image,Gypsum,MAJOR,Gypsum,MAJOR,ORE,N,0
5133,6915,1922.0,480061,53,137.2,-31.41,Google Earth image,Manganese,MAJOR,Manganese Oxide,ABUNDANT,ORE,Y,0
5158,6932,1967.0,480078,53,136.96,-31.41,Google Earth image,Clay,MAJOR,,,,,0
5159,6933,1915.0,480079,53,137.18,-31.69,Google Earth image,Manganese,MAJOR,Manganese Oxide,ABUNDANT,ORE,Y,0
5161,6936,1914.0,480082,53,137.16,-31.44,Google Earth image,Copper,MAJOR,,,,,0
5162,6952,1945.0,480098,54,138.44,-34.64,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
5163,6953,1945.0,480099,54,138.43,-34.62,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
5164,6964,1931.0,480110,54,138.42,-34.62,Google Earth image,Clay,MINOR,Carbonate,ABUNDANT,ORE,N,0
5166,6972,1973.0,480118,54,138.44,-34.64,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
5167,6980,1939.0,480126,54,138.26,-34.42,Google Earth image,Sand,MINOR,,,,,0
5169,6984,1900.0,480130,53,137.99,-34.19,Google Earth image,Magnesite,MAJOR,Magnesite,ABUNDANT,ORE,Y,0
5170,6987,1898.0,480133,54,138.01,-34.19,Google Earth image,Iron Ore,MAJOR,Clay mineral,MINOR,GANGUE,Y,0
5173,6988,1899.0,480134,54,138.01,-34.18,Google Earth image,Phosphate,MAJOR,Carbonate,MAJOR,GANGUE,N,0
5177,6989,1966.0,480135,53,137.96,-34.07,Digital Image,Limestone,MAJOR,,,,,0
5178,6990,1845.0,480136,54,138.1,-34.02,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
5181,6991,1928.0,480137,54,138.12,-34.17,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
5182,6995,1920.0,480141,54,138.13,-34.09,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
5183,6996,1920.0,480142,54,138.14,-34.1,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
5184,6997,1918.0,480143,54,138.14,-34.1,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
5185,6998,1895.0,480144,54,138.19,-34.05,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
5186,7001,1953.0,480147,54,138.05,-34.07,Google Earth image,Silica,MAJOR,Clay mineral,MINOR,ORE,Y,0
5188,7002,1862.0,480148,53,137.98,-34.2,Google Earth image,Copper,MAJOR,Chalcocite,MINOR,ORE,N,0
5192,7003,1940.0,480149,53,137.97,-34.05,Google Earth image,Calcrete,MAJOR,Carbonate,ABUNDANT,ORE,N,0
5194,7005,-,480151,53,135.07,-28.08,Google Earth image,Clay,MAJOR,Kaolinite,MAJOR,ORE,Y,0
5195,7006,-,480152,53,136.07,-28.53,Google Earth image,Copper,MAJOR,Biotite,TRACE,GANGUE,N,0
5205,7008,1916.0,480154,53,135.98,-28.45,Google Earth image,Copper,MAJOR,Calcite,TRACE,GANGUE,N,0
5212,7009,-,480155,53,136.0,-28.61,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5213,7010,-,480156,53,135.96,-28.13,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
5218,7011,1984.0,480157,53,135.86,-28.43,"Sourced from documents (PLANS, ENV, RB,etc)",Diamond,MAJOR,Diamond,RARE,ORE,N,0
5219,7012,-,480158,53,135.91,-28.11,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5221,7013,-,480159,53,135.85,-28.09,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5222,7014,-,480160,53,135.91,-28.1,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
5227,7015,1979.0,480161,53,135.88,-28.18,Digitised,Diamond,MAJOR,Picroilmenite,MINOR,GANGUE,N,0
5228,7016,1915.0,480162,53,135.96,-28.58,Google Earth image,Copper,MAJOR,Chalcocite,TRACE,ORE,Y,0
5242,7017,-,480163,53,135.88,-28.04,Google Earth image,Copper,MAJOR,Chalcocite,TRACE,ORE,Y,0
5250,7018,-,480164,53,135.95,-28.21,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5251,7019,-,480165,53,135.06,-28.9,Digitised,Epsomite,MAJOR,Epsomite,MINOR,ORE,N,0
5252,7020,-,480166,53,135.08,-28.91,Digitised,Epsomite,MAJOR,Epsomite,MINOR,ORE,N,0
5253,7021,-,480167,53,135.09,-28.91,Digitised,Epsomite,MAJOR,Epsomite,MINOR,ORE,N,0
5254,7022,-,480168,53,135.16,-28.91,Digitised,Epsomite,MAJOR,Epsomite,MINOR,ORE,N,0
5255,7023,1983.0,480169,53,135.16,-28.9,Digitised,Epsomite,MAJOR,Clay mineral,MINOR,GANGUE,N,0
5257,7024,-,480170,53,135.9,-28.08,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5258,7025,1900.0,480171,53,135.87,-28.01,Google Earth image,Copper,MAJOR,Chalcocite,MINOR,ORE,N,0
5262,7026,1979.0,480172,53,135.95,-28.11,Google Earth image,Uranium,MAJOR,Uranium Minerals (Non Specific),RARE,ORE,Y,0
5263,7028,-,480174,53,135.95,-28.13,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5266,7029,1970.0,480175,53,135.97,-28.58,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5267,7030,1970.0,480176,53,135.98,-28.58,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5268,7031,-,480177,53,135.99,-28.52,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5269,7032,-,480178,53,136.07,-28.4,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5270,7033,1916.0,480179,53,136.0,-28.52,Google Earth image,Gold,MINOR,Chalcocite,MINOR,ORE,Y,0
5278,7034,1980.0,480180,53,135.52,-28.49,"Sourced from documents (PLANS, ENV, RB,etc)",Coal,MAJOR,,,,,0
5279,7035,-,480181,53,135.92,-28.13,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
5291,7036,-,480182,53,136.19,-28.72,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5292,7047,1861.0,480193,53,137.76,-33.97,Digital Image,Copper,MAJOR,Calcite,MINOR,GANGUE,N,0
5296,7048,1861.0,480194,53,137.74,-33.97,Google Earth image,Copper,MAJOR,Iron oxide (non specific),ABUNDANT,GANGUE,Y,0
5299,7050,1861.0,480196,53,137.73,-33.96,Google Earth image,Copper,MAJOR,Iron oxide (non specific),ABUNDANT,GANGUE,Y,0
5302,7051,1979.0,480197,53,136.63,-33.72,Digitised,Uranium,MAJOR,Uranium Minerals (Non Specific),RARE,ORE,Y,0
5304,7052,1951.0,831150,53,137.87,-33.39,Google Earth image,Lime sand,MAJOR,Carbonate,ABUNDANT,ORE,N,0
5305,7053,1945.0,480199,53,137.57,-33.02,Google Earth image,Limestone,MAJOR,,,,,0
5306,7054,1948.0,1061144,53,137.73,-33.98,Digital Image,Kaolin,MAJOR,Kaolinite,ABUNDANT,ORE,Y,0
5307,7055,1860.0,1165972,53,137.72,-33.98,Digital Image,Copper,MAJOR,Calcite,TRACE,GANGUE,N,0
5313,7057,1949.0,480203,53,136.74,-33.64,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
5328,7059,-,480205,53,137.6,-33.94,Google Earth image,Limestone,MAJOR,,,,,0
5329,7060,1956.0,480206,53,137.99,-33.21,Google Earth image,Shale,MINOR,,,,,0
5331,7062,1907.0,480208,53,136.73,-33.62,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5335,7063,1938.0,480209,53,136.72,-33.78,"Sourced from documents (PLANS, ENV, RB,etc)",Dolomite,MAJOR,Dolomite,ABUNDANT,ORE,N,0
5337,7064,1974.0,480210,53,136.69,-33.77,Google Earth image,Graphite,MAJOR,Graphite,MINOR,ORE,N,0
5338,7065,-,480211,53,137.13,-33.19,Google Earth image,Iron,MAJOR,Goethite,MINOR,ORE,Y,0
5341,7066,-,480212,53,137.76,-33.97,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5351,7069,1981.0,480215,53,136.63,-33.69,Digitised,Uranium,MINOR,Graphite,MAJOR,GANGUE,N,0
5357,7070,1997.0,480216,53,137.13,-33.17,Digital Image,Iron,MAJOR,Goethite,MAJOR,ORE,Y,0
5360,7072,1932.0,480218,53,136.71,-33.65,GPS Standalone Navigational,Asbestos,MAJOR,Chrysotile,TRACE,ORE,N,0
5361,7073,1970.0,480219,53,136.94,-33.47,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5364,7074,1970.0,480220,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5366,7075,1977.0,480221,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5368,7076,1970.0,480222,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5370,7077,1970.0,480223,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5373,7078,1970.0,480224,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5375,7079,1977.0,480225,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5377,7080,1982.0,480226,53,136.93,-33.5,Google Earth image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5380,7081,1976.0,480227,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5382,7082,-,480228,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5384,7083,-,480229,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5386,7084,-,480230,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5388,7085,1970.0,480231,53,136.94,-33.47,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5390,7086,-,480232,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5392,7087,1987.0,480233,53,136.92,-33.5,Digital Image,Marble,MINOR,Dolomite,MINOR,GANGUE,N,0
5396,7088,1970.0,480234,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5398,7089,1970.0,480235,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5400,7090,1976.0,480236,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5402,7091,-,480237,53,136.93,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5404,7092,-,480238,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5406,7093,1970.0,480239,53,136.93,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5408,7094,1970.0,480240,53,136.93,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5410,7095,1970.0,480241,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5412,7096,1970.0,480242,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5414,7097,1970.0,480243,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5416,7098,1989.0,480244,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5418,7099,1970.0,480245,53,136.92,-33.5,Google Earth image,Tantalum,MINOR,Dolomite,MAJOR,GANGUE,N,0
5422,7100,1970.0,480246,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5424,7101,1970.0,480247,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5426,7102,1982.0,480248,53,136.92,-33.5,Google Earth image,Jade,MAJOR,Chlorite,MAJOR,GANGUE,N,0
5429,7103,1970.0,480249,53,136.92,-33.5,Google Earth image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5431,7104,1965.0,480250,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5440,7105,1965.0,480251,53,136.94,-33.48,Digital Image,Talc,MINOR,Chlorite,MINOR,GANGUE,N,0
5449,7106,-,480252,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5451,7107,1989.0,480253,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5453,7108,1970.0,480254,53,136.94,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5455,7109,-,480255,53,136.94,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5457,7110,1970.0,480256,53,136.94,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5459,7111,-,480257,53,136.94,-33.49,Digital Image,Jade,MAJOR,Jadeite,RARE,ORE,N,0
5461,7112,1989.0,480258,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5463,7113,-,480259,53,136.93,-33.5,Digital Image,Jade,MAJOR,Jadeite,RARE,ORE,N,0
5465,7114,-,480260,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5467,7115,-,480261,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,ABUNDANT,GANGUE,N,0
5469,7116,-,480262,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5471,7117,-,480263,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5473,7118,-,480264,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5475,7119,-,480265,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5477,7120,-,480266,53,136.92,-33.51,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5478,7121,1978.0,480267,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5480,7122,1976.0,480268,53,136.92,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5482,7123,-,480269,53,136.94,-33.49,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5483,7124,1976.0,480270,53,136.94,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5485,7125,-,480271,53,136.94,-33.49,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5486,7126,-,480272,53,136.94,-33.49,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5487,7127,1989.0,480273,53,136.94,-33.49,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5490,7128,-,480274,53,136.94,-33.49,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5491,7129,1980.0,480275,53,136.94,-33.48,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5494,7130,1989.0,480276,53,136.94,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5496,7131,1989.0,480277,53,136.94,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5498,7132,-,480278,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5499,7133,-,480279,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5500,7134,-,480280,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5501,7135,-,480281,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5502,7136,-,480282,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5503,7137,-,480283,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5504,7138,-,480284,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5505,7139,1982.0,480285,53,136.94,-33.5,Google Earth image,Dolomite,MINOR,Dolomite,MINOR,GANGUE,N,0
5509,7140,-,480286,53,136.93,-33.48,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5510,7141,-,480287,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5511,7142,-,480288,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5512,7143,-,480289,53,136.94,-33.5,Digital Image,Jade,MAJOR,Chrysotile,RARE,GANGUE,N,0
5514,7144,-,480290,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5516,7145,-,480291,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5518,7146,-,480292,53,136.93,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5519,7147,1976.0,480293,53,136.93,-33.51,Google Earth image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5521,7148,-,480294,53,136.93,-33.51,Digitised,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5522,7149,-,480295,53,136.93,-33.51,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5523,7150,-,480296,53,136.93,-33.51,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5525,7151,-,480297,53,136.93,-33.48,Digitised,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5527,7152,-,480298,53,136.93,-33.51,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5529,7153,-,480299,53,136.93,-33.51,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5532,7154,-,480300,53,136.93,-33.51,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5534,7155,-,480301,53,136.93,-33.51,Digital Image,Jade,MAJOR,Chrysotile,TRACE,GANGUE,N,0
5537,7156,-,480302,53,136.95,-33.49,Digital Image,Jade,MAJOR,Chrysotile,TRACE,GANGUE,N,0
5540,7157,-,480303,53,136.95,-33.49,Digital Image,Jade,MAJOR,Chrysotile,TRACE,GANGUE,N,0
5543,7158,-,480304,53,136.95,-33.49,Digital Image,Jade,MAJOR,Chrysotile,TRACE,GANGUE,N,0
5546,7159,-,480305,53,136.95,-33.5,Digital Image,Jade,MAJOR,Chrysotile,RARE,GANGUE,N,0
5548,7160,-,480306,53,136.95,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5549,7161,-,480307,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5550,7162,1970.0,480308,53,136.93,-33.49,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5552,7163,1977.0,480309,53,136.94,-33.5,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5554,7164,-,480310,53,136.94,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5555,7165,1970.0,480311,53,136.94,-33.47,Digital Image,Jade,MAJOR,Dolomite,MINOR,GANGUE,N,0
5557,7166,-,480312,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5558,7167,-,480313,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5559,7168,1970.0,480314,53,136.92,-33.5,Digital Image,Jade,MAJOR,Dolomite,MAJOR,GANGUE,N,0
5561,7169,-,480315,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5562,7170,-,480316,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5563,7171,-,480317,53,136.92,-33.5,Digital Image,Jade,MAJOR,Jadeite,RARE,ORE,N,0
5564,7173,1943.0,480319,53,136.84,-33.51,Google Earth image,Manganese,MAJOR,Iron oxide (non specific),MINOR,GANGUE,Y,0
5597,7176,1861.0,1165886,53,137.69,-33.97,GPS Standalone Navigational,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
5601,7177,1872.0,480323,53,137.71,-33.96,Google Earth image,Copper,MAJOR,Calcite,MINOR,GANGUE,N,0
5606,7178,1870.0,1166870,53,137.68,-33.99,GPS Standalone Navigational,Copper,MAJOR,Copper,TRACE,ORE,Y,0
5613,7179,1861.0,1165958,53,137.69,-33.98,Digital Image,Copper,MAJOR,Chalcocite,MINOR,ORE,Y,0
5625,7182,1936.0,480328,53,136.56,-33.6,Google Earth image,Uranium,MINOR,Iron oxide (non specific),MAJOR,GANGUE,Y,0
5633,7183,-,480329,53,136.78,-33.34,Google Earth image,Kaolin,MAJOR,Amethyst,RARE,ORE,N,0
5639,7184,1928.0,480330,53,136.75,-33.54,Google Earth image,Asbestos,MAJOR,Chrysotile,MINOR,ORE,N,0
5640,7186,1967.0,480332,53,136.75,-33.63,Digital Image,Dolomite,MAJOR,,,,,0
5642,7187,1949.0,480333,53,137.95,-33.52,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
5643,7190,1861.0,480336,53,137.61,-33.93,Digital Image,Copper,MAJOR,Iron oxide (non specific),MAJOR,GANGUE,Y,0
5647,7191,-,480337,53,137.18,-33.28,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
5649,7193,1901.0,480339,53,136.67,-33.73,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
5653,7194,1933.0,480340,53,137.15,-33.01,Google Earth image,Iron,MAJOR,Clay mineral,TRACE,GANGUE,Y,0
5656,7195,1955.0,480341,53,137.15,-33.02,Google Earth image,Iron,MAJOR,Goethite,MINOR,ORE,Y,0
5659,7196,1933.0,480342,53,137.15,-33.03,Google Earth image,Iron,MAJOR,Clay mineral,TRACE,GANGUE,Y,0
5661,7197,1933.0,480343,53,137.13,-33.18,Google Earth image,Manganese,MINOR,Goethite,ABUNDANT,ORE,Y,0
5669,7198,-,480344,53,137.18,-33.16,Google Earth image,Iron,MAJOR,Hematite,MAJOR,ORE,Y,0
5671,7199,1930.0,480345,53,137.11,-33.25,Google Earth image,Iron,MAJOR,Clay mineral,TRACE,GANGUE,Y,0
5674,7201,1930.0,480347,53,137.11,-33.19,Google Earth image,Iron,MAJOR,Clay mineral,TRACE,GANGUE,Y,0
5677,7203,-,480349,53,137.18,-33.02,Google Earth image,Iron,MAJOR,Clay mineral,MINOR,GANGUE,Y,0
5679,7204,1970.0,480350,53,137.18,-33.04,Digital Image,Iron,MAJOR,Hematite,ABUNDANT,ORE,N,0
5680,7205,-,480351,53,137.14,-33.11,Google Earth image,Iron,MAJOR,Hematite,ABUNDANT,ORE,N,0
5682,7209,1939.0,480355,53,137.76,-33.87,"Sourced from documents (PLANS, ENV, RB,etc)",Uranium,MINOR,Autunite,RARE,ORE,N,0
5694,7210,1870.0,480356,53,137.72,-33.96,Google Earth image,Copper,MAJOR,Iron oxide (non specific),MINOR,GANGUE,N,0
5697,7211,1977.0,480357,53,136.8,-33.48,Digital Image,Quartz,MAJOR,Quartz,MAJOR,ORE,N,0
5698,7213,-,480359,53,137.66,-33.92,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,N,0
5700,7214,1863.0,1165966,53,137.69,-33.98,Digital Image,Copper,MAJOR,Atacamite,TRACE,ORE,Y,0
5707,7215,1914.0,480361,53,136.79,-33.79,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
5709,7218,1927.0,480364,53,136.62,-33.59,Google Earth image,Magnesite,MAJOR,Chrysotile,RARE,ORE,N,0
5713,7219,1863.0,1165973,53,137.71,-33.97,Digital Image,Copper,MAJOR,Chalcocite,TRACE,ORE,N,0
5719,7222,-,480368,53,136.79,-33.67,Google Earth image,Granite,MAJOR,,,,,0
5720,7224,1919.0,1131192,53,136.84,-33.6,GPS Standalone Navigational,Asbestos,MAJOR,Chrysotile,MINOR,ORE,N,0
5721,7225,1980.0,480371,53,136.84,-33.61,GPS Standalone Navigational,Jade,MAJOR,Jadeite,MINOR,ORE,N,0
5750,7227,1919.0,480373,53,136.85,-33.61,GPS Standalone Navigational,Talc,MAJOR,Carnotite,RARE,ORE,Y,0
5780,7228,1958.0,480374,53,136.95,-33.53,"Sourced from documents (PLANS, ENV, RB,etc)",Iron,MAJOR,Magnetite,MINOR,ORE,N,0
